Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Descricao;Possui_suite
Apartamento;Copacabana;3;1;0;140;2500.0;1550.0;288.0;4050.0;48888.0;Apartamento em Copacabana com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Olaria;2;0;0;80;800.0;275.0;0.0;1075.0;12900.0;Apartamento em Olaria com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Méier;2;1;0;72;1100.0;300.0;0.0;1400.0;16800.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Grajaú;2;1;1;76;1300.0;803.0;81.0;2103.0;25317.0;Apartamento em Grajaú com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;1;0;110;2400.0;1224.0;195.0;3624.0;43683.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Vila Isabel;2;1;0;77;1250.0;480.0;63.0;1730.0;20823.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Cachambi;2;1;0;77;1250.0;511.0;13.0;1761.0;21145.0;Apartamento em Cachambi com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Laranjeiras;2;0;1;79;2600.0;498.0;0.0;3098.0;37176.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;1;1;76;2500.0;765.0;130.0;3265.0;39310.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;0;0;101;2800.0;1523.0;344.0;4323.0;52220.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;0;73;1600.0;680.0;0.0;2280.0;27360.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Cosme Velho;2;1;0;96;2600.0;850.0;186.0;3450.0;41586.0;Apartamento em Cosme Velho com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);3;2;1;108;1800.0;880.0;1447.0;2680.0;33607.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Cosme Velho;2;5;0;150;2700.0;200.0;200.0;2900.0;35000.0;Apartamento em Cosme Velho com 2 quarto(s)\ e 5 vaga(s) de garagem;Não
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;380.0;4000.0;48380.0;Apartamento em Tijuca com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1100.0;230.0;3600.0;43430.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa de Vila;Maracanã;3;0;0;82;2400.0;150.0;0.0;2550.0;30600.0;Casa de Vila em Maracanã com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;85;1900.0;1150.0;0.0;3050.0;36600.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Casa;Taquara;3;1;1;164;1800.0;160.0;0.0;1960.0;23520.0;Casa em Taquara com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;120;2900.0;1400.0;250.0;4300.0;51850.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Botafogo;2;1;0;80;2600.0;660.0;95.0;3260.0;39215.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Jacaré;2;0;0;120;1100.0;450.0;0.0;1550.0;18600.0;Apartamento em Jacaré com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2100.0;620.0;170.0;2720.0;32810.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Centro;2;0;0;77;1650.0;230.0;0.0;1880.0;22560.0;Apartamento em Centro com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;89;2500.0;1586.0;120.0;4086.0;49152.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Taquara;2;1;1;91;1200.0;350.0;93.0;1550.0;18693.0;Apartamento em Taquara com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Botafogo;2;1;1;100;2700.0;1050.0;233.0;3750.0;45233.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Leme;2;0;0;75;2500.0;878.0;0.0;3378.0;40536.0;Apartamento em Leme com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;94;2500.0;1450.0;2000.0;3950.0;49400.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;3;0;0;95;1500.0;400.0;50.0;1900.0;22850.0;Apartamento em Vila Isabel com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;2;1;0;80;2500.0;1300.0;88.0;3800.0;45688.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;2;1;107;2500.0;3000.0;600.0;5500.0;66600.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;100;2300.0;750.0;0.0;3050.0;36600.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Casa de Condomínio;Ilha do Governador;3;3;0;179;2400.0;330.0;20.0;2730.0;32780.0;Casa de Condomínio em Ilha do Governador com 3 quarto(s)\ e 3 vaga(s) de garagem;Não
Apartamento;São Conrado;2;1;1;85;2200.0;1150.0;1204.0;3350.0;41404.0;Apartamento em São Conrado com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;3;1;80;1500.0;650.0;136.0;2150.0;25936.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;3;1;220;2500.0;1100.0;550.0;3600.0;43750.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1600.0;650.0;120.0;2250.0;27120.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;84;2200.0;1327.0;0.0;3527.0;42324.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Maracanã;3;1;2;109;2000.0;725.0;198.0;2725.0;32898.0;Apartamento em Maracanã com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;130;2000.0;679.0;0.0;2679.0;32148.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Méier;3;1;0;82;1000.0;628.0;61.0;1628.0;19597.0;Apartamento em Méier com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1500.0;497.0;109.0;1997.0;24073.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Humaitá;3;0;1;100;2800.0;1560.0;105.0;4360.0;52425.0;Apartamento em Humaitá com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2000.0;649.0;245.0;2649.0;32033.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1800.0;672.0;20.0;2472.0;29684.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa de Condomínio;Freguesia (Jacarepaguá);4;2;1;132;2700.0;1000.0;100.0;3700.0;44500.0;Casa de Condomínio em Freguesia (Jacarepaguá) com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Estácio;2;1;0;71;1400.0;640.0;63.0;2040.0;24543.0;Apartamento em Estácio com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Santa Teresa;3;0;1;115;1550.0;300.0;0.0;1850.0;22200.0;Apartamento em Santa Teresa com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Rio Comprido;2;1;0;82;1700.0;515.0;0.0;2215.0;26580.0;Apartamento em Rio Comprido com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Vila Valqueire;3;1;1;107;1500.0;566.0;95.0;2066.0;24887.0;Apartamento em Vila Valqueire com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;0;0;74;2100.0;649.0;136.0;2749.0;33124.0;Apartamento em Flamengo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;2;1;0;105;2000.0;1294.0;228.0;3294.0;39756.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);2;1;1;92;1400.0;900.0;0.0;2300.0;27600.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Botafogo;2;1;0;103;2600.0;950.0;233.0;3550.0;42833.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Laranjeiras;2;0;0;88;2400.0;650.0;105.0;3050.0;36705.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;1;108;1400.0;684.0;93.0;2084.0;25101.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;3;0;0;90;2300.0;700.0;129.0;3000.0;36129.0;Apartamento em Laranjeiras com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;101;2700.0;1438.0;120.0;4138.0;49776.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Praça Seca;2;1;0;86;800.0;726.0;68.0;1526.0;18380.0;Apartamento em Praça Seca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Flamengo;2;0;0;79;2400.0;632.0;113.0;3032.0;36497.0;Apartamento em Flamengo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;92;2100.0;560.0;210.0;2660.0;32130.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa de Condomínio;Rio da Prata;2;1;0;100;1300.0;150.0;0.0;1450.0;17400.0;Casa de Condomínio em Rio da Prata com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Copacabana;2;0;0;85;2300.0;662.0;114.0;2962.0;35658.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1263.0;218.0;3563.0;42974.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;2;2;1;114;2800.0;800.0;184.0;3600.0;43384.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;105;2800.0;680.0;160.0;3480.0;41920.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;0;1;120;2000.0;420.0;120.0;2420.0;29160.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;79;2200.0;663.0;0.0;2863.0;34356.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Botafogo;2;0;0;83;2499.0;550.0;132.0;3049.0;36720.0;Apartamento em Botafogo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;86;2700.0;580.0;0.0;3280.0;39360.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Méier;2;1;0;100;1400.0;250.0;100.0;1650.0;19900.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Leme;2;0;0;75;2600.0;878.0;0.0;3478.0;41736.0;Apartamento em Leme com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1300.0;150.0;4100.0;49350.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;1;90;2200.0;1181.0;0.0;3381.0;40572.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;3;1;1;103;1700.0;1161.0;164.0;2861.0;34496.0;Apartamento em Vila Isabel com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;180;1500.0;1200.0;200.0;2700.0;32600.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Casa de Condomínio;Pedra de Guaratiba;2;1;0;80;1300.0;75.0;0.0;1375.0;16500.0;Casa de Condomínio em Pedra de Guaratiba com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Lagoa;2;1;1;96;2799.0;1750.0;300.0;4549.0;54888.0;Apartamento em Lagoa com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;2;2;80;2800.0;1200.0;0.0;4000.0;48000.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tauá;2;1;0;82;1400.0;200.0;0.0;1600.0;19200.0;Apartamento em Tauá com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Laranjeiras;3;1;1;96;2900.0;1210.0;156.0;4110.0;49476.0;Apartamento em Laranjeiras com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0;3064.0;36943.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Bonsucesso;3;1;0;91;1500.0;300.0;0.0;1800.0;21600.0;Apartamento em Bonsucesso com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Engenho da Rainha;2;2;0;84;900.0;530.0;0.0;1430.0;17160.0;Apartamento em Engenho da Rainha com 2 quarto(s)\ e 2 vaga(s) de garagem;Não
Apartamento;Campo Grande;4;2;2;160;1900.0;880.0;0.0;2780.0;33360.0;Apartamento em Campo Grande com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;97;1900.0;940.0;195.0;2840.0;34275.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Botafogo;3;1;0;120;2200.0;1085.0;189.0;3285.0;39609.0;Apartamento em Botafogo com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Leme;2;0;0;75;2800.0;430.0;0.0;3230.0;38760.0;Apartamento em Leme com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Curicica;4;2;3;191;2500.0;1044.0;267.0;3544.0;42795.0;Apartamento em Curicica com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;2;1;0;87;2400.0;718.0;130.0;3118.0;37546.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Ipanema;2;0;0;100;2700.0;1600.0;244.0;4300.0;51844.0;Apartamento em Ipanema com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;86;2500.0;1300.0;170.0;3800.0;45770.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;2500.0;990.0;120.0;3490.0;42000.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;100;1700.0;670.0;0.0;2370.0;28440.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Gávea;2;1;1;100;2600.0;1230.0;0.0;3830.0;45960.0;Apartamento em Gávea com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;87;2200.0;871.0;145.0;3071.0;36997.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;2;1;0;75;2800.0;880.0;0.0;3680.0;44160.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;80;2700.0;1500.0;200.0;4200.0;50600.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;100;1400.0;864.0;112.0;2264.0;27280.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;126.0;3650.0;43926.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Maracanã;2;1;0;82;1800.0;700.0;0.0;2500.0;30000.0;Apartamento em Maracanã com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Grajaú;3;1;0;95;1000.0;924.0;98.0;1924.0;23186.0;Apartamento em Grajaú com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Camorim;3;2;1;73;1900.0;760.0;79.0;2660.0;31999.0;Apartamento em Camorim com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2300.0;650.0;135.0;2950.0;35535.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0;3095.0;37275.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Botafogo;2;1;0;80;2600.0;835.0;120.0;3435.0;41340.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Jardim Guanabara;3;0;1;80;1900.0;480.0;750.0;2380.0;29310.0;Apartamento em Jardim Guanabara com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;76;1600.0;600.0;120.0;2200.0;26520.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;650.0;800.0;2450.0;30200.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;0;73;1950.0;700.0;70.0;2650.0;31870.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Engenho Novo;2;0;0;80;1400.0;205.0;35.0;1605.0;19295.0;Apartamento em Engenho Novo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;São Cristóvão;3;0;0;74;2400.0;280.0;12.0;2680.0;32172.0;Apartamento em São Cristóvão com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;1;75;1900.0;600.0;49.0;2500.0;30049.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;700.0;0.0;2700.0;32400.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;85;1600.0;928.0;0.0;2528.0;30336.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;73;2500.0;1195.0;213.0;3695.0;44553.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;912.0;160.0;2812.0;33904.0;Apartamento em Recreio dos Bandeirantes com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;0;1;80;2000.0;1210.0;150.0;3210.0;38670.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Vila Kosmos;3;0;0;78;1380.0;200.0;0.0;1580.0;18960.0;Apartamento em Vila Kosmos com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Leme;3;1;0;114;2980.0;560.0;0.0;3540.0;42480.0;Apartamento em Leme com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;85;2000.0;1200.0;203.0;3200.0;38603.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Engenho de Dentro;2;1;1;75;1300.0;676.0;52.0;1976.0;23764.0;Apartamento em Engenho de Dentro com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2400.0;800.0;140.0;3200.0;38540.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;98;2300.0;890.0;106.0;3190.0;38386.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Grajaú;2;1;1;71;1700.0;863.0;0.0;2563.0;30756.0;Apartamento em Grajaú com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;127;2600.0;1100.0;0.0;3700.0;44400.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Maracanã;3;0;1;102;1300.0;811.0;106.0;2111.0;25438.0;Apartamento em Maracanã com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0;4750.0;57280.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;100.0;2850.0;34300.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;80;2000.0;1116.0;80.0;3116.0;37472.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;0;91;1800.0;1011.0;52.0;2811.0;33784.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Cosme Velho;3;1;1;143;2800.0;1000.0;284.0;3800.0;45884.0;Apartamento em Cosme Velho com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;0;0;73;1000.0;380.0;61.0;1380.0;16621.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;114;2800.0;1322.0;162.0;4122.0;49626.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;2;0;0;80;1400.0;443.0;20.0;1843.0;22136.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;85;2300.0;1500.0;232.0;3800.0;45832.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;3;1;1;100;2700.0;1000.0;216.0;3700.0;44616.0;Apartamento em Copacabana com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;3;0;0;117;2300.0;1222.0;0.0;3522.0;42264.0;Apartamento em Copacabana com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;2;1;0;85;2200.0;917.0;129.0;3117.0;37533.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Cachambi;2;1;0;80;1150.0;600.0;0.0;1750.0;21000.0;Apartamento em Cachambi com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1300.0;180.0;4100.0;49380.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;2;1;130;2200.0;1250.0;170.0;3450.0;41570.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Méier;2;1;0;80;1100.0;745.0;81.0;1845.0;22221.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Rio Comprido;4;1;0;110;1650.0;500.0;0.0;2150.0;25800.0;Apartamento em Rio Comprido com 4 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Praça Seca;2;0;0;90;500.0;258.0;13.0;758.0;9109.0;Apartamento em Praça Seca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;850.0;150.0;2850.0;34350.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;São Conrado;2;1;1;79;2200.0;1040.0;0.0;3240.0;38880.0;Apartamento em São Conrado com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;3;140;2900.0;570.0;0.0;3470.0;41640.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;100;1800.0;788.0;126.0;2588.0;31182.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;103;2000.0;1150.0;180.0;3150.0;37980.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;75;2200.0;811.0;197.0;3011.0;36329.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;4;3;4;160;2100.0;1647.0;196.0;3747.0;45160.0;Apartamento em Barra da Tijuca com 4 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Ipanema;3;0;0;85;2500.0;1960.0;171.0;4460.0;53691.0;Apartamento em Ipanema com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
